model,year,price,mileage,tax,mpg,engineSize,manual,automatic,fuelType,petrol,diesel,hybrid
Fabia,2019,13295,4700,145,60.1,1,1,0,4,1,0,0
Golf,2019,26995,4209,150,37.7,2,0,1,4,1,0,0
A Class,2017,16490,41445,20,74.3,1.5,0,1,1,0,1,0
Q5,2013,12490,65589,205,47.9,2,1,0,1,0,1,0
RAV4,2017,15750,32804,150,60.1,2,1,0,1,0,1,0
G Class,2019,139948,12000,145,21.4,4,0,1,4,1,0,0
Yaris,2017,9495,22465,30,55,1.3,1,0,4,1,0,0
Touareg,2019,41501,4329,145,34,3,0,1,1,0,1,0
Superb,2019,18998,16498,150,62.8,2,0,1,1,0,1,0
Arteon,2019,25640,7447,145,50.4,2,0,1,1,0,1,0
Fiesta,2019,13399,6149,145,56.5,1,1,0,4,1,0,0
Fiesta,2016,8600,16170,0,65.7,1,1,0,4,1,0,0
Q2,2017,18990,27200,150,50.4,1.4,1,0,4,1,0,0
Kodiaq,2019,29295,3300,150,37.2,2,0,1,1,0,1,0
Yaris,2017,10595,24410,0,86,1.5,0,1,2,0,0,1
Tucson,2018,17750,13470,145,34.9,1.6,1,0,4,1,0,0
Polo,2017,10950,11210,150,58.9,1,1,0,4,1,0,0
Golf,2015,15800,56914,200,39.8,2,1,0,4,1,0,0
Passat,2018,17998,6502,150,45.6,1.5,1,0,4,1,0,0
Yaris,2016,9295,23965,30,55,1.3,1,0,4,1,0,0
Q2,2018,19895,13144,145,54.3,1.4,0,1,4,1,0,0
3 Series,2019,29980,8127,145,48.7,2,0,1,1,0,1,0
Ka+,2020,11999,2000,145,43.5,0,1,0,4,1,0,0
Polo,2017,10995,8129,20,60.1,1,1,0,4,1,0,0
3 Series,2017,15298,42114,125,51.4,1.5,0,1,4,1,0,0
Astra,2016,9699,51188,20,72.4,1.6,1,0,1,0,1,0
B-MAX,2013,6992,32482,160,44.1,1.6,0,1,4,1,0,0
I10,2019,8990,3000,145,49.6,1,1,0,4,1,0,0
RAV4,2019,29903,9000,140,51.1,2.5,0,1,2,0,0,1
Focus,2019,17520,4892,145,60.1,1,1,0,4,1,0,0
X1,2019,24000,5547,145,47.9,2,0,1,1,0,1,0
Golf,2016,11225,37915,0,74.3,1.6,1,0,1,0,1,0
4 Series,2015,16480,31935,30,65.7,2,0,1,1,0,1,0
I10,2017,8855,10392,145,57.7,1.2,1,0,4,1,0,0
GLA Class,2017,19980,25912,125,56.5,2.1,0,1,1,0,1,0
Superb,2019,18998,16007,145,62.8,2,0,1,1,0,1,0
3 Series,2017,20498,7926,145,56.5,3,0,1,1,0,1,0
S Class,2019,58990,6501,145,52.3,3,0,1,1,0,1,0
E Class,2016,20995,19027,30,65.7,2,0,1,1,0,1,0
GLC Class,2018,27590,16776,145,56.5,2.1,0,1,1,0,1,0
Kodiaq,2019,24990,7295,145,32.1,2,0,1,4,1,0,0
Mokka X,2016,9499,26824,200,42.2,1.6,1,0,4,1,0,0
A5,2015,15489,37026,145,49.6,1.8,1,0,4,1,0,0
5 Series,2016,16498,32298,30,62.8,2,0,1,1,0,1,0
Q2,2019,20251,985,145,49.6,1.6,1,0,1,0,1,0
GLA Class,2015,18998,33114,125,56.5,2.1,0,1,1,0,1,0
Tucson,2017,13698,31739,145,61.7,1.7,1,0,1,0,1,0
C Class,2014,16990,40000,145,49.6,2,0,1,4,1,0,0
Astra,2016,8997,38987,20,72.4,1.6,1,0,1,0,1,0
Fiesta,2019,13130,2306,145,48.7,1.1,1,0,4,1,0,0
Octavia,2019,23995,4500,145,44.1,2,0,1,1,0,1,0
I30,2018,12985,30308,145,51.4,1.4,0,1,4,1,0,0
A4,2017,14991,28000,150,51.4,1.4,1,0,4,1,0,0
Tiguan,2019,32220,8767,145,39.2,2,0,1,1,0,1,0
Yeti Outdoor,2016,9495,62147,125,51.4,1.2,1,0,4,1,0,0
Yeti,2016,10490,52325,125,51.4,1.2,1,0,4,1,0,0
Santa Fe,2019,34864,4000,145,39.2,2.2,0,1,1,0,1,0
Focus,2017,17890,26181,145,41.5,2,1,0,4,1,0,0
C Class,2018,24546,12397,145,58.9,2.1,0,1,1,0,1,0
Land Cruiser,2019,40995,11404,145,30.1,2.8,0,1,1,0,1,0
1 Series,2017,14998,48972,150,65.7,2,0,1,1,0,1,0
Golf,2016,13998,59710,20,67.3,2,1,0,1,0,1,0
A1,2017,12500,20865,0,67.3,1,1,0,4,1,0,0
Golf,2017,16591,25242,30,62.8,2,0,1,1,0,1,0
A3,2017,19995,36355,30,61.4,2,0,1,1,0,1,0
Focus,2016,6891,97190,20,70.6,2,1,0,1,0,1,0
Insignia,2016,6590,90551,30,62.8,2,1,0,1,0,1,0
Yaris,2018,11250,9245,145,47.1,1.5,1,0,4,1,0,0
Yaris,2018,10500,18595,145,58.9,1.5,1,0,4,1,0,0
E Class,2018,27786,14288,145,70.6,2,0,1,1,0,1,0
Corolla,2019,22990,5268,135,72.4,2,0,1,2,0,0,1
Up,2019,9291,3445,145,54.3,1,1,0,4,1,0,0
A3,2017,12798,29998,20,61.4,1.4,1,0,4,1,0,0
Kuga,2017,16995,19172,145,60.1,2,1,0,1,0,1,0
Ka+,2018,8500,6785,145,47.9,1.2,1,0,4,1,0,0
Aygo,2017,7299,25859,150,68.9,1,1,0,4,1,0,0
Kona,2019,16495,4459,145,44.1,1,1,0,4,1,0,0
GT86,2015,13495,49000,265,36.2,2,1,0,4,1,0,0
T-Roc,2018,19290,2750,145,53.3,1.5,1,0,4,1,0,0
Zafira,2015,8199,59479,145,55.4,2,1,0,1,0,1,0
2 Series,2019,21480,11,145,50.4,1.5,0,1,4,1,0,0
Kona,2018,13799,8361,145,44.1,1,1,0,4,1,0,0
Land Cruiser,2004,6450,143000,325,27.2,3,0,1,1,0,1,0
Mondeo,2015,14991,28996,240,38.2,2,0,1,4,1,0,0
KA,2014,3495,50452,30,57.7,1.2,1,0,4,1,0,0
I40,2017,10498,33763,145,65.7,1.7,1,0,1,0,1,0
2 Series,2019,22646,123,145,52.3,1.5,1,0,4,1,0,0
Yaris,2019,12495,6285,145,47.9,1.5,1,0,4,1,0,0
Rapid,2018,9495,21014,145,62.8,1,1,0,4,1,0,0
1 Series,2015,13998,38279,125,60.1,2,0,1,1,0,1,0
GLC Class,2016,27998,33062,145,56.5,2.1,0,1,1,0,1,0
Fabia,2018,13495,9136,150,60.1,1,0,1,4,1,0,0
Fabia,2020,14999,1800,145,50.4,1,1,0,4,1,0,0
Tucson,2017,16499,17955,145,38.7,1.6,1,0,4,1,0,0
Crossland X,2019,12780,11006,145,44.8,1.2,1,0,4,1,0,0
Focus,2019,18391,8636,145,58.9,1,1,0,4,1,0,0
Octavia,2017,16695,20541,125,58.9,2,0,1,1,0,1,0
I10,2019,10991,6000,145,47.9,1.2,0,1,4,1,0,0
Golf,2015,11794,89460,20,67.3,2,1,0,1,0,1,0
C Class,2019,34070,14413,145,53.3,2,0,1,1,0,1,0
Focus,2019,16798,17998,150,60.1,1,1,0,4,1,0,0
A3,2017,18990,21130,145,65.7,2,1,0,1,0,1,0
Vivaro,2018,27995,5000,145,47.1,1.6,1,0,1,0,1,0
Aygo,2017,7800,17679,0,68.9,1,1,0,4,1,0,0
Corolla,2019,16790,97,145,39.2,1.2,1,0,4,1,0,0
Kamiq,2019,21999,2000,145,47.1,1,1,0,4,1,0,0
Karoq,2018,17995,9270,145,52.3,1.5,1,0,4,1,0,0
Grandland X,2018,18500,12641,145,56.5,1.5,1,0,1,0,1,0
Corsa,2017,8795,10969,145,55.4,1.4,1,0,4,1,0,0
Tiguan,2020,38990,1483,145,39.2,2,0,1,1,0,1,0
Aygo,2018,8298,12051,145,56.5,1,1,0,4,1,0,0
Focus,2018,16995,9366,145,60.1,1,1,0,4,1,0,0
Octavia,2016,10950,23750,0,72.4,1.6,1,0,1,0,1,0
3 Series,2019,20440,6108,145,51.4,1.5,0,1,4,1,0,0
A Class,2017,14280,37884,20,72.4,1.5,1,0,1,0,1,0
EcoSport,2016,8389,36335,125,53.3,1,1,0,4,1,0,0
Q3,2018,23411,17211,145,47.9,1.4,0,1,4,1,0,0
Combo Life,2019,14298,4960,145,53.3,1.5,1,0,1,0,1,0
A4,2019,25850,3957,145,38.2,2,0,1,4,1,0,0
Yaris,2017,8975,32498,145,58.9,1.5,1,0,4,1,0,0
I10,2016,6999,17641,20,60.1,1,1,0,4,1,0,0
5 Series,2018,24862,10500,145,65.7,2,0,1,1,0,1,0
Aygo,2019,8998,21786,145,56.5,1,1,0,4,1,0,0
Astra,2017,9295,16820,125,51.4,1.4,1,0,4,1,0,0
8 Series,2019,64103,1897,145,39.8,3,0,1,1,0,1,0
E Class,2016,18980,33079,20,72.4,2,0,1,1,0,1,0
Focus,2017,17000,17510,200,41.5,2,1,0,4,1,0,0
Astra,2020,15990,397,145,54.3,1.2,1,0,4,1,0,0
Kuga,2016,15250,16686,150,54.3,2,1,0,1,0,1,0
Kuga,2019,21000,3637,145,39.2,2,1,0,1,0,1,0
Q3,2016,19495,25204,145,51.4,2,0,1,1,0,1,0
I10,2018,7291,13746,150,60.1,1,1,0,4,1,0,0
Kona,2018,12695,10569,145,52.3,1,1,0,4,1,0,0
C Class,2017,19465,35599,145,47.9,2,0,1,4,1,0,0
1 Series,2019,24600,7072,145,40.4,1.5,0,1,4,1,0,0
I10,2018,6795,32331,145,57.7,1.2,1,0,4,1,0,0
Octavia,2018,13950,32034,150,72.4,1.6,0,1,1,0,1,0
Aygo,2016,7195,10000,0,67,1,0,1,4,1,0,0
GLC Class,2020,41991,1000,145,40.9,2,0,1,1,0,1,0
I20,2017,8500,19000,150,58.9,1.2,1,0,4,1,0,0
C Class,2018,20489,16900,145,61.4,2.1,0,1,1,0,1,0
E Class,2018,20980,32600,145,72.4,2,0,1,1,0,1,0
A4,2017,15000,14864,145,52.3,1.4,1,0,4,1,0,0
SLK,2016,17980,16107,30,70.6,2,0,1,1,0,1,0
Insignia,2019,14988,17371,145,50.4,1.5,1,0,4,1,0,0
EcoSport,2017,10300,22999,145,52.3,1,1,0,4,1,0,0
Fiesta,2015,7299,50405,0,65.7,1,1,0,4,1,0,0
EcoSport,2016,7498,48010,30,64.2,1.5,1,0,1,0,1,0
Golf,2019,17000,1,145,48.7,1,1,0,4,1,0,0
I30,2019,13990,6175,145,44.8,1,1,0,4,1,0,0
Yaris,2018,10707,18256,145,56.5,1.5,1,0,4,1,0,0
RAV4,2019,30999,10768,140,51.1,2.5,0,1,2,0,0,1
Fabia,2018,10245,16059,150,64.2,1,1,0,4,1,0,0
2 Series,2019,19949,14219,145,51.4,2,1,0,1,0,1,0
Mokka X,2019,15999,11900,150,37.2,1.4,0,1,4,1,0,0
Kamiq,2019,19290,2366,145,47.1,1,1,0,4,1,0,0
I20,2017,8982,9207,145,55.4,1.2,1,0,4,1,0,0
Mokka X,2017,11650,16654,145,68.9,1.6,1,0,1,0,1,0
C-HR,2018,17990,22915,135,74.3,1.8,0,1,2,0,0,1
3 Series,2014,11470,49500,30,62.8,2,0,1,1,0,1,0
CL Class,2015,18022,24000,20,62.8,2.1,0,1,1,0,1,0
Focus,2014,6625,31078,20,58.9,1,1,0,4,1,0,0
A Class,2018,16607,20247,145,52.3,1.6,0,1,4,1,0,0
M Class,2015,18495,71000,200,46.3,2.1,0,1,1,0,1,0
Q8,2019,52850,6470,145,33.6,3,0,1,1,0,1,0
Auris,2017,18495,16998,135,70.6,1.8,0,1,2,0,0,1
Scala,2019,18995,1500,145,47.1,1,0,1,4,1,0,0
1 Series,2019,21990,1834,145,56.5,2,1,0,1,0,1,0
Octavia,2017,15882,38804,125,58.9,2,0,1,1,0,1,0
C Class,2019,31990,100,145,64.2,2,0,1,1,0,1,0
Tucson,2016,14499,29143,125,57.6,1.7,0,1,1,0,1,0
T-Roc,2019,21995,1045,145,49.6,2,0,1,1,0,1,0
X5,2019,51000,6000,150,37.7,3,0,1,1,0,1,0
Polo,2017,9690,27019,20,60.1,1.2,1,0,4,1,0,0
Octavia,2016,10999,46061,30,58.9,1.4,0,1,4,1,0,0
Aygo,2017,7498,22558,150,68.9,1,1,0,4,1,0,0
Q3,2017,23290,9811,145,47.9,1.4,0,1,4,1,0,0
Q2,2020,26339,6000,145,43.5,1.5,1,0,4,1,0,0
B Class,2013,8450,46831,125,61.4,1.8,1,0,1,0,1,0
Aygo,2020,9995,50,145,56.5,1,1,0,4,1,0,0
C Class,2017,28672,25048,145,36.2,3,0,1,4,1,0,0
Auris,2014,14495,27721,0,70.6,1.8,0,1,2,0,0,1
C Class,2018,18999,24863,145,50.4,2,0,1,4,1,0,0
Focus,2017,9780,33432,0,74.3,1.5,1,0,1,0,1,0
Yaris,2019,13130,8866,145,47.9,1.5,1,0,4,1,0,0
Q5,2020,62990,5000,145,32.5,3,0,1,1,0,1,0
Tucson,2019,17500,3966,145,34.9,1.6,1,0,4,1,0,0
Yeti Outdoor,2017,12995,38881,125,51.4,1.2,0,1,4,1,0,0
Zafira Tourer,2015,9000,29600,30,62.7,1.6,1,0,1,0,1,0
Yaris,2015,8995,36111,0,86,1.5,0,1,2,0,0,1
Fabia,2019,9995,9572,145,57.7,1,1,0,4,1,0,0
Yaris,2017,9500,15100,30,58,1.3,1,0,4,1,0,0
A1,2019,21811,2246,145,44.8,1.5,0,1,4,1,0,0
RAV4,2015,9998,81503,125,57.6,2,1,0,1,0,1,0
A Class,2017,14250,29360,145,70.6,2.1,0,1,1,0,1,0
C Class,2019,44980,4887,145,29.7,3,0,1,4,1,0,0
C Class,2014,13490,68422,30,64.2,2.1,0,1,1,0,1,0
C Class,2017,27526,15958,260,36.2,3,0,1,4,1,0,0
B-MAX,2017,11499,8769,30,57.7,1,1,0,4,1,0,0
Yaris,2016,9700,20788,30,55,1.3,1,0,4,1,0,0
Citigo,2017,6895,17144,145,64.2,1,1,0,4,1,0,0
RAV4,2017,16675,22565,125,60.1,2,1,0,1,0,1,0
Yeti Outdoor,2017,12990,23668,125,51.4,1.2,0,1,4,1,0,0
A6,2019,32494,2394,145,50.4,2,0,1,1,0,1,0
GLE Class,2019,54991,1644,145,32.8,3,0,1,1,0,1,0
C Class,2016,20990,36051,30,65.7,2.1,0,1,1,0,1,0
IX20,2017,9798,13217,145,50.4,1.4,1,0,4,1,0,0
GLA Class,2016,16495,45519,125,56.5,2.1,0,1,1,0,1,0
Zafira,2017,10250,41526,200,41.5,1.4,1,0,4,1,0,0
4 Series,2019,25000,4000,150,55.4,2,1,0,1,0,1,0
C-MAX,2006,1775,91000,235,40.4,1.6,1,0,4,1,0,0
Kona,2018,13097,12215,145,44.1,1,1,0,4,1,0,0
1 Series,2019,18480,5501,150,70.6,1.5,1,0,1,0,1,0
Corsa,2016,6295,23248,30,55.4,1.4,1,0,4,1,0,0
I10,2018,8490,7552,145,57.7,1.2,1,0,4,1,0,0
Corsa,2019,9607,7616,145,43.5,1.4,1,0,4,1,0,0
A4,2018,31500,16600,145,38.7,3,0,1,4,1,0,0
Tucson,2017,15700,38300,145,58.9,2,1,0,1,0,1,0
X1,2020,29950,35,145,40.9,2,0,1,1,0,1,0
GLE Class,2019,44980,5387,145,36.7,3,0,1,1,0,1,0
I10,2018,7995,16344,145,57.7,1.2,1,0,4,1,0,0
Yaris,2014,7200,28801,30,58.9,1,1,0,4,1,0,0
I10,2019,9995,100,145,49.6,1,1,0,4,1,0,0
Octavia,2018,10995,10000,150,57.7,1.5,1,0,4,1,0,0
A1,2019,21686,8534,145,40.9,2,0,1,4,1,0,0
Tucson,2017,13745,25895,30,61.7,1.7,1,0,1,0,1,0
Citigo,2016,6295,30055,20,62.8,1,1,0,4,1,0,0
Polo,2006,3795,33000,265,37.2,1.4,0,1,4,1,0,0
2 Series,2020,24980,25,145,52.3,1.5,1,0,4,1,0,0
Mokka X,2019,15900,15000,145,50.4,1.6,1,0,1,0,1,0
Fiesta,2016,7511,21751,125,54.3,1.2,1,0,4,1,0,0
Octavia,2018,11795,41484,145,68.9,1.6,1,0,1,0,1,0
Up,2019,9599,1025,145,54.3,1,1,0,4,1,0,0
Q3,2016,16490,38309,145,52.3,2,1,0,1,0,1,0
A3,2019,18490,100,145,51.4,1.6,1,0,1,0,1,0
C Class,2017,17998,16291,145,50.4,2,0,1,4,1,0,0
I20,2014,6799,18495,30,57.6,1.2,1,0,4,1,0,0
Fabia,2016,5297,47825,20,60.1,1,1,0,4,1,0,0
I30,2019,25995,50,145,34,2,1,0,4,1,0,0
Golf,2015,16998,41427,200,39.8,2,1,0,4,1,0,0
Citigo,2016,6110,7497,20,62.8,1,1,0,4,1,0,0
Octavia,2017,10380,31506,0,72.4,1.6,1,0,1,0,1,0
C Class,2017,20495,12505,125,60.1,2.1,0,1,1,0,1,0
Focus,2018,11000,18050,145,61.4,1,1,0,4,1,0,0
Aygo,2019,9500,5601,145,56.5,1,1,0,4,1,0,0
Q2,2019,21995,4000,145,42.8,1.5,0,1,4,1,0,0
Sharan,2019,21999,15811,145,41.5,2,0,1,1,0,1,0
I20,2018,10295,11895,150,46.3,1.2,1,0,4,1,0,0
Tiguan,2014,10000,72765,200,47.7,2,0,1,1,0,1,0
X5,2019,48836,4553,145,27.2,3,0,1,4,1,0,0
Q3,2019,28990,6000,145,47.1,2,0,1,1,0,1,0
I800,2018,15999,30038,145,31.7,2.5,0,1,1,0,1,0
Fiesta,2018,11500,33694,145,65.7,1,1,0,4,1,0,0
A Class,2016,15990,17071,30,62.8,2.1,1,0,1,0,1,0
GLA Class,2018,19950,18621,145,56.5,2.1,0,1,1,0,1,0
X3,2017,27980,14130,150,48.7,3,0,1,1,0,1,0
Fabia,2018,9298,10012,145,57.7,1,1,0,4,1,0,0
Golf,2019,21500,2000,145,62.8,2,1,0,1,0,1,0
Astra,2020,15360,10,145,65.7,1.5,1,0,1,0,1,0
Auris,2017,11990,42136,0,72.4,1.8,0,1,2,0,0,1
5 Series,2019,27698,8722,145,60.1,2,0,1,1,0,1,0
Fiesta,2017,9795,33105,150,65.7,1,1,0,4,1,0,0
A8,2018,33998,10249,145,50.4,3,0,1,1,0,1,0
Focus,2019,16998,22859,145,60.1,1,1,0,4,1,0,0
Kodiaq,2019,27480,1202,145,34,1.5,0,1,4,1,0,0
GLC Class,2019,30480,15224,145,56.5,2.1,0,1,1,0,1,0
Q3,2019,35866,6698,145,30.7,2,0,1,4,1,0,0
Polo,2017,10495,18744,145,60.1,1,1,0,4,1,0,0
Golf SV,2019,19999,4382,150,43.5,1.5,0,1,4,1,0,0
Golf,2015,10498,46223,30,53.3,1.4,1,0,4,1,0,0
Passat,2016,11999,41792,20,67.3,2,1,0,1,0,1,0
Octavia,2018,11898,39685,150,68.9,1.6,1,0,1,0,1,0
Octavia,2019,12690,13881,150,60.1,1,1,0,4,1,0,0
Octavia,2019,15498,6003,150,72.4,1.6,0,1,1,0,1,0
Fabia,2015,7995,54539,20,60.1,1.2,0,1,4,1,0,0
Golf,2016,14990,47781,20,67.3,2,1,0,1,0,1,0
I10,2015,7999,20761,165,45.6,1.2,0,1,4,1,0,0
I20,2019,10395,14600,145,46.3,1.2,1,0,4,1,0,0
4 Series,2016,18498,24188,145,55.4,3,0,1,1,0,1,0
4 Series,2019,24740,101,145,60.1,2,0,1,1,0,1,0
X1,2019,30900,678,145,65.7,2,0,1,1,0,1,0
Mokka X,2019,14399,9320,145,39.2,1.4,1,0,4,1,0,0
5 Series,2014,13990,73837,160,51.4,3,0,1,1,0,1,0
Kuga,2015,13695,30466,145,54.3,2,1,0,1,0,1,0
B-MAX,2013,5698,44901,145,47.1,1.4,1,0,4,1,0,0
Fiesta,2014,7698,23576,0,65.7,1,1,0,4,1,0,0
CL Class,2019,26176,14204,145,51.4,2.2,0,1,1,0,1,0
5 Series,2019,26790,6110,145,65.7,2,0,1,1,0,1,0
3 Series,2016,9250,79470,20,72.4,2,1,0,1,0,1,0
A4,2013,9498,42011,145,47.1,2,0,1,4,1,0,0
Fiesta,2008,4490,56000,145,49.6,1.4,1,0,4,1,0,0
Tucson,2017,13790,25198,150,61.7,1.7,1,0,1,0,1,0
Polo,2019,16790,3022,150,49.6,1,1,0,4,1,0,0
RAV4,2019,27950,10639,135,51.1,2.5,0,1,2,0,0,1
Kuga,2014,9498,48694,145,53.3,2,1,0,1,0,1,0
Q5,2017,39995,7801,145,34,3,0,1,4,1,0,0
Corsa,2019,9990,4557,145,44.8,1.4,1,0,4,1,0,0
Yaris,2019,14995,1899,145,47.9,1.5,1,0,4,1,0,0
Polo,2016,11289,14065,0,65.7,1,1,0,4,1,0,0
X3,2019,56000,26,145,24.8,3,0,1,4,1,0,0
Polo,2014,6450,56756,125,51.4,1.2,1,0,4,1,0,0
C Class,2016,18480,14996,20,64.2,2.1,0,1,1,0,1,0
X3,2019,31683,8524,145,30.4,2,0,1,4,1,0,0
Corsa,2019,11157,2324,145,44.8,1.4,1,0,4,1,0,0
I20,2016,8300,14646,30,58.9,1.2,1,0,4,1,0,0
B Class,2017,15282,22414,20,67.3,2.1,0,1,1,0,1,0
A4,2017,14485,70500,20,72.4,2,0,1,1,0,1,0
Polo,2017,9495,23361,20,60.1,1.2,1,0,4,1,0,0
Tucson,2018,15500,12720,145,44.8,1.6,1,0,4,1,0,0
Fiesta,2018,17295,431,145,48.7,1,0,1,4,1,0,0
Yaris,2019,15250,4193,135,76.3,1.5,0,1,2,0,0,1
Insignia,2018,11899,44557,145,46.3,1.5,1,0,4,1,0,0
I20,2012,4995,39000,30,57.6,1.2,1,0,4,1,0,0
Touran,2017,18091,12332,145,64.2,2,1,0,1,0,1,0
Astra,2013,5995,54000,30,62.8,2,1,0,1,0,1,0
Yaris,2016,8698,39513,30,55,1.3,0,1,4,1,0,0
IX20,2016,8489,15135,125,50.4,1.4,1,0,4,1,0,0
Golf SV,2019,16195,1966,145,55.4,1.6,1,0,1,0,1,0
2 Series,2015,10498,27221,0,74.3,1.5,1,0,1,0,1,0
A4,2016,14000,51877,20,72.4,2,1,0,1,0,1,0
Superb,2019,23495,21932,150,47.1,2,0,1,1,0,1,0
C Class,2014,28990,19562,570,23.5,6.2,0,1,4,1,0,0
Corsa,2019,10698,9118,150,44.8,1.4,1,0,4,1,0,0
I800,2016,13695,48859,300,37.7,2.5,1,0,1,0,1,0
Focus,2018,12490,11320,150,60.1,1,1,0,4,1,0,0
Mokka,2014,7070,53384,125,57.6,1.7,1,0,1,0,1,0
3 Series,2016,15800,11231,145,47.9,2,1,0,4,1,0,0
I10,2017,92000,35460,150,47.9,1.2,0,1,4,1,0,0
CL Class,2017,16490,32282,145,51.4,1.6,1,0,4,1,0,0
Ka+,2018,8995,6824,145,57.7,1.2,1,0,4,1,0,0
Q5,2016,19495,40449,200,47.1,2,0,1,1,0,1,0
X4,2020,44950,100,150,26.9,3,0,1,4,1,0,0
Karoq,2018,19495,17120,145,50.4,1.5,0,1,4,1,0,0
Yaris,2017,11695,5938,30,58,1.3,0,1,4,1,0,0
Kuga,2013,7991,76919,145,53.3,2,1,0,1,0,1,0
Touareg,2019,48000,5000,145,34,3,0,1,1,0,1,0
Octavia,2019,14715,12832,145,61.4,1,0,1,4,1,0,0
Aygo,2017,7950,13085,150,68.9,1,1,0,4,1,0,0
Octavia,2019,13995,15282,150,72.4,1.6,0,1,1,0,1,0
I10,2018,8695,7963,150,57.7,1.2,1,0,4,1,0,0
Yaris,2013,6800,33323,125,51.4,1.3,1,0,4,1,0,0
Fiesta,2018,13000,9250,150,62.8,1,1,0,4,1,0,0
Fiesta,2019,10998,12320,145,58.9,1,1,0,4,1,0,0
A4,2019,25995,7000,145,40.9,2,0,1,4,1,0,0
Fiesta,2019,11600,16127,145,60.1,1,1,0,4,1,0,0
3 Series,2016,19490,14302,145,56.5,3,0,1,1,0,1,0
Mokka,2014,6355,87834,125,57.6,1.7,1,0,1,0,1,0
Fiesta,2017,10870,22648,0,78.5,1.5,1,0,1,0,1,0
Superb,2020,28785,1548,135,188.3,1.4,0,1,2,0,0,1
3 Series,2019,22990,1122,145,60.1,2,1,0,1,0,1,0
3 Series,2019,35998,9632,145,49.6,2,0,1,1,0,1,0
Fiesta,2017,8191,12280,150,54.3,1.2,1,0,4,1,0,0
Mokka X,2018,14495,16500,145,43.5,1.4,0,1,4,1,0,0
Yaris,2017,13750,16895,135,78,1.5,0,1,2,0,0,1
Tourneo Custom,2018,24495,22500,145,32.5,2,1,0,1,0,1,0
Aygo,2016,6995,12380,0,69,1,1,0,4,1,0,0
Superb,2019,22995,6840,150,48.7,2,0,1,1,0,1,0
Astra,2016,8510,18048,125,52.3,1.4,1,0,4,1,0,0
A4,2017,19750,9806,30,53.3,2,0,1,4,1,0,0
Passat,2019,22495,19500,145,39.2,1.5,0,1,4,1,0,0
C-HR,2017,21990,19741,135,74.3,1.8,0,1,2,0,0,1
1 Series,2014,17292,35481,235,37.7,3,0,1,4,1,0,0
Aygo,2017,5917,22313,0,69,1,1,0,4,1,0,0
I20,2018,11800,21116,145,49.6,1,0,1,4,1,0,0
GLA Class,2018,21795,15387,145,48.7,1.6,0,1,4,1,0,0
Auris,2017,14995,20487,140,78.5,1.8,0,1,2,0,0,1
Fiesta,2018,13695,10856,145,58.9,1,1,0,4,1,0,0
IX35,2014,7530,57675,145,53.3,1.7,1,0,1,0,1,0
Octavia,2017,13698,8814,145,54.3,1.4,1,0,4,1,0,0
Yaris,2002,1999,71788,165,42.2,1.3,0,1,4,1,0,0
Yaris,2016,7298,8246,0,66,1,1,0,4,1,0,0
Santa Fe,2019,33999,6697,145,39.2,2.2,0,1,1,0,1,0
C Class,2017,20995,19750,125,58.9,2.1,0,1,1,0,1,0
C Class,2016,16215,43559,20,64.2,2.1,0,1,1,0,1,0
1 Series,2017,13990,34249,150,53.3,1.5,1,0,4,1,0,0
Mokka X,2017,12990,21691,150,43.5,1.4,0,1,4,1,0,0
Tucson,2018,14500,13934,150,44.8,1.6,1,0,4,1,0,0
A4,2016,21995,47600,145,56.5,2,0,1,1,0,1,0
5 Series,2019,31480,4659,150,60.1,3,0,1,1,0,1,0
Polo,2017,10350,19822,20,60.1,1.2,1,0,4,1,0,0
Focus,2017,12949,7755,145,57.7,1,1,0,4,1,0,0
Kona,2019,13995,15507,150,44.1,1,1,0,4,1,0,0
Kamiq,2020,20999,1000,145,52.3,1.6,0,1,1,0,1,0
I20,2016,7995,18777,30,55.4,1.2,1,0,4,1,0,0
4 Series,2016,17870,13298,200,42.8,2,0,1,4,1,0,0
A4,2014,10995,48500,125,58.9,2,0,1,1,0,1,0
C Class,2017,23047,8143,145,65.7,2.1,0,1,1,0,1,0
X5,2016,26520,59000,200,47.1,3,0,1,1,0,1,0
GLE Class,2016,28998,34669,200,47.9,2.1,0,1,1,0,1,0
Focus,2018,13998,9328,145,58.9,1,1,0,4,1,0,0
I30,2017,10500,17663,20,72.4,0,0,1,1,0,1,0
Aygo,2017,6522,30025,0,69,1,1,0,4,1,0,0
Fiesta,2019,15899,4058,145,60.1,1,1,0,4,1,0,0
C-MAX,2017,12500,12928,30,55.4,1,1,0,4,1,0,0
Fabia,2019,13990,14073,150,60.1,1,0,1,4,1,0,0
Up,2017,7562,15000,145,64.2,1,1,0,4,1,0,0
GLA Class,2018,21591,11700,145,56.5,2.1,0,1,1,0,1,0
Polo,2009,3299,91085,30,61.4,1.4,1,0,1,0,1,0
X3,2015,18980,33122,205,47.9,3,0,1,1,0,1,0
C Class,2019,26789,4680,145,45.6,1.5,0,1,4,1,0,0
C Class,2019,39400,11838,145,30.4,3,0,1,4,1,0,0
Corsa,2015,7680,23259,125,53.3,1.4,1,0,4,1,0,0
Golf,2016,13481,23814,30,58.9,1.4,1,0,4,1,0,0
Superb,2018,17800,13510,145,65.7,1.6,0,1,1,0,1,0
